id,band_1,band_2,inc_angle
0b2e007c,"[[-17.634449 -17.843834 -17.843834 ... -15.867844 -14.687024 -17.23501 ]
 [-19.343054 -15.696325 -12.773842 ... -18.508316 -17.954964 -15.218283]
 [-19.598616 -15.863443 -12.65654  ... -20.001066 -17.039892 -17.334435]
 ...
 [-18.856739 -18.281382 -18.976702 ... -19.102591 -18.62661  -18.066113]
 [-17.846996 -19.865007 -19.601856 ... -18.397943 -19.350853 -18.511641]
 [-15.699488 -19.473173 -19.346447 ... -17.958134 -21.480038 -20.004389]]","[[-27.49276  -23.864433 -23.864433 ... -26.582163 -27.181503 -26.021664]
 [-23.864357 -31.511133 -30.099586 ... -26.021587 -28.520441 -26.021744]
 [-24.078913 -29.271734 -26.017265 ... -24.998615 -28.520517 -25.495241]
 ...
 [-25.752918 -23.867598 -23.059101 ... -26.024759 -25.498257 -25.001862]
 [-25.493696 -23.059023 -23.867674 ... -29.683371 -28.523609 -25.246552]
 [-25.752995 -26.296118 -25.493851 ... -33.848969 -25.246552 -25.498411]]",32.785
13c7bc95,"[[-23.639967 -24.606106 -26.936264 ... -30.133419 -26.295755 -22.983286]
 [-25.98768  -24.109634 -23.64006  ... -26.295755 -26.295755 -23.874929]
 [-26.936171 -24.354324 -22.980053 ... -25.990955 -25.41173  -21.435087]
 ...
 [-21.432364 -23.195131 -24.110327 ... -27.635338 -25.697186 -21.088253]
 [-21.61146  -22.172081 -24.355015 ... -25.136564 -25.697186 -25.697231]
 [-21.61146  -22.566963 -25.409143 ... -24.609985 -24.35825  -24.113607]]","[[-30.130188 -28.001127 -26.936264 ... -27.280071 -27.634693 -30.133512]
 [-28.001081 -28.791298 -26.608456 ... -29.218315 -29.218315 -28.004406]
 [-29.215038 -26.60841  -29.66066  ... -28.794529 -26.611689 -28.390556]
 ...
 [-29.215683 -24.606752 -27.632153 ... -24.869286 -25.697186 -26.612381]
 [-28.791901 -28.791945 -26.936911 ... -28.795177 -25.697186 -24.869377]
 [-28.791901 -31.153931 -30.627399 ... -28.795177 -27.635386 -27.635431]]",42.5848
ffead436,"[[-22.406637 -26.222982 -23.649704 ... -16.012064 -15.82925  -19.768133]
 [-22.601889 -19.90797  -20.054008 ... -15.6501   -17.744862 -18.449562]
 [-21.150875 -18.569035 -18.694069 ... -18.824497 -22.410479 -25.93236 ]
 ...
 [-21.668049 -22.60297  -22.802708 ... -21.15564  -21.850937 -26.848541]
 [-24.842392 -27.513222 -22.407827 ... -21.15564  -20.827885 -26.227856]
 [-25.369024 -20.664824 -18.821953 ... -20.05872  -24.846237 -23.880198]]","[[-33.88726  -31.949118 -29.026611 ... -28.626167 -28.240118 -33.195862]
 [-29.89587  -30.365545 -29.450451 ... -29.030235 -26.531515 -28.626274]
 [-27.512142 -29.450396 -29.895977 ... -28.626223 -31.952906 -31.952957]
 ...
 [-30.366518 -29.451424 -28.623623 ... -28.24115  -31.953936 -33.196949]
 [-27.867744 -33.193157 -29.027691 ... -29.031319 -30.866783 -32.553253]
 [-32.549461 -29.897005 -28.623678 ... -24.5944   -24.594456 -29.900797]]",39.5955
0d42590b,"[[-15.412065 -13.265402 -13.265402 ... -15.335551 -13.206518  -9.940178]
 [-17.411362 -15.093354 -14.131452 ... -18.274212 -17.016298 -11.446438]
 [-17.618252 -15.493769 -14.131525 ... -14.942531 -14.135738 -14.135738]
 ...
 [-15.91629  -12.423252 -13.995452 ... -10.477773 -12.313252 -14.351374]
 [-16.448246 -13.460694 -15.334388 ...  -9.237879 -10.805655 -12.900434]
 [-15.018431 -16.822035 -14.78898  ... -11.296513 -15.179301 -17.730949]]","[[-26.751781 -29.555428 -29.555428 ... -22.379204 -23.33473  -21.684032]
 [-23.330372 -27.056654 -24.873837 ... -27.060867 -23.33473  -22.749016]
 [-24.404142 -21.848484 -24.404287 ... -23.539114 -22.024773 -22.024773]
 ...
 [-21.5172   -20.439766 -21.354988 ... -22.942757 -23.751404 -24.185789]
 [-21.354843 -18.85614  -19.879263 ... -23.137955 -22.751925 -23.751478]
 [-23.747112 -20.016052 -22.378111 ... -22.203159 -21.35928  -20.88973 ]]",34.4878
05a82a73,"[[-22.324776 -23.634893 -22.862389 ... -20.603592 -22.868317 -24.489067]
 [-23.435209 -19.527365 -20.597748 ... -22.868231 -21.990206 -22.158955]
 [-22.324863 -21.340588 -18.134731 ... -22.330788 -20.186674 -19.78886 ]
 ...
 [-18.135746 -20.598934 -21.657742 ... -23.84639  -24.27026  -22.332146]
 [-18.920811 -21.820013 -23.636246 ... -23.84639  -21.663586 -20.463713]
 [-22.501524 -22.154125 -21.820097 ... -21.193964 -20.463713 -20.748606]]","[[-21.18668  -21.186764 -22.679522 ... -21.662313 -22.68545  -25.184307]
 [-22.324863 -21.98428  -21.818829 ... -25.428827 -28.010807 -27.367195]
 [-22.152859 -20.887306 -21.497177 ... -23.245937 -22.868317 -24.269159]
 ...
 [-23.241196 -23.840544 -27.678339 ... -23.642006 -20.463627 -20.324736]
 [-24.264248 -25.675953 -27.057655 ... -23.642006 -22.160057 -21.194048]
 [-27.362286 -25.935251 -24.264414 ... -23.442406 -21.66367  -21.663757]]",31.3432
a04714f1,"[[-21.647171 -25.169044 -29.69702  ... -25.732935 -23.454115 -21.471531]
 [-22.207747 -22.016888 -23.676418 ... -24.905081 -22.606037 -26.027493]
 [-24.145947 -23.450752 -23.908058 ... -24.905081 -23.911371 -26.648178]
 ...
 [-25.445282 -23.016888 -21.468689 ... -20.955812 -21.833971 -26.332815]
 [-25.445282 -23.451273 -22.208363 ... -26.976414 -23.680256 -23.680304]
 [-23.676893 -24.643032 -23.451366 ... -24.905647 -24.394615 -22.211771]]","[[-26.328835 -24.901764 -25.16909  ... -25.448124 -28.83102  -28.427   ]
 [-23.907963 -24.145994 -25.444859 ... -26.332199 -26.027447 -26.648178]
 [-26.97253  -26.024084 -24.390732 ... -27.316559 -26.332245 -26.332293]
 ...
 [-28.03796  -23.676893 -25.169613 ... -28.831493 -26.976461 -28.831589]
 [-28.03796  -26.024605 -26.329451 ... -23.23468  -24.394567 -27.671749]
 [-23.908529 -24.391251 -26.973192 ... -24.646349 -26.332815 -26.976555]]",41.8265
215c1fb8,"[[-13.28233  -12.014671 -11.147993 ...  -8.642693  -7.487479  -9.014103]
 [-13.793493 -11.344292 -10.8617   ...  -9.849384  -8.321698  -8.252012]
 [-11.908094  -9.927709 -10.098106 ... -11.652917  -9.933387  -8.182802]
 ...
 [-10.862673 -13.53541  -11.100819 ... -12.690043 -12.63241  -12.518202]
 [-12.51236  -10.862835 -11.345589 ... -15.543393 -16.21195  -15.305572]
 [-11.546265 -11.59729  -13.860924 ... -12.183926 -14.848232 -13.227649]]","[[-23.739906 -25.078922 -28.246252 ... -25.84037  -27.26757  -25.329453]
 [-23.535603 -23.535683 -26.957172 ... -23.954973 -25.32937  -24.169615]
 [-21.39772  -20.642029 -23.535765 ... -21.246891 -24.169531 -26.383579]
 ...
 [-25.835829 -25.080137 -24.384977 ... -26.669443 -24.17075  -23.542662]
 [-22.054785 -22.054865 -23.950672 ... -25.582291 -23.54258  -22.23263 ]
 [-22.951031 -21.720751 -22.764393 ... -24.390575 -23.746964 -22.956875]]",32.4245
796dfa06,"[[-17.445656 -17.016685 -19.00742  ... -18.751682 -19.011036 -17.785694]
 [-21.246794 -18.13179  -18.748121 ... -20.133303 -19.415102 -20.133404]
 [-17.556303 -19.274649 -20.12974  ... -21.422462 -19.838888 -19.83894 ]
 ...
 [-23.143242 -26.771696 -21.957064 ... -23.361385 -22.338388 -20.134129]
 [-21.956961 -25.02869  -22.729652 ... -18.255936 -20.285139 -19.279089]
 [-23.143293 -19.835997 -21.079006 ... -17.90136  -19.279037 -18.377522]]","[[-25.570963 -24.272198 -26.771023 ... -27.797638 -29.381313 -29.381367]
 [-25.85577  -23.576956 -23.577007 ... -25.859436 -25.031635 -24.772387]
 [-26.77092  -24.272198 -21.956341 ... -27.102394 -26.774637 -25.031685]
 ...
 [-26.150959 -25.02869  -24.034986 ... -28.554132 -32.480076 -33.819061]
 [-25.028639 -25.02869  -25.571787 ... -26.775311 -27.443836 -33.123821]
 [-27.099504 -27.099554 -24.769495 ... -25.032307 -24.77306  -26.154728]]",40.3958
ba54a7ea,"[[-29.660053 -28.000614 -29.660145 ... -29.217234 -31.155434 -27.633656]
 [-29.660053 -27.276371 -29.214615 ... -27.63361  -31.716053 -27.279127]
 [-27.630947 -27.630993 -26.292103 ... -29.662807 -29.217327 -28.793541]
 ...
 [-28.002451 -32.314495 -29.662027 ... -25.99176  -25.697342 -25.697342]
 [-26.937588 -28.002495 -29.662027 ... -26.296558 -24.610188 -25.991852]
 [-26.937588 -27.278299 -29.662073 ... -30.134315 -26.940344 -28.005302]]","[[-28.386671 -35.235172 -33.651592 ... -28.38938  -30.628855 -32.959015]
 [-28.386671 -31.713345 -37.173416 ... -30.132385 -30.628901 -31.155527]
 [-32.312611 -30.626238 -29.214664 ... -29.662807 -27.633701 -28.003368]
 ...
 [-30.131557 -32.314495 -30.131649 ... -32.960854 -29.219166 -29.219166]
 [-29.216454 -31.715229 -30.131649 ... -30.13427  -30.134315 -29.664742]
 [-29.216454 -30.131649 -30.131695 ... -32.960899 -32.317253 -30.630878]]",42.1431
7a8b58ca,"[[-20.233078 -20.678671 -19.9484   ... -18.416124 -19.279329 -19.953056]
 [-20.233078 -20.527609 -20.678738 ... -19.150581 -22.358868 -20.094296]
 [-20.98885  -21.148293 -20.678738 ... -24.43679  -22.545734 -20.837194]
 ...
 [-19.146582 -17.106855 -18.295666 ... -25.431204 -24.675499 -21.316031]
 [-19.538492 -17.627125 -17.735092 ... -22.359524 -24.675499 -24.675562]
 [-18.650175 -18.067076 -18.650307 ... -21.822081 -20.532988 -19.024632]]","[[-22.354145 -21.816769 -22.354277 ... -24.205086 -23.979532 -23.335905]
 [-22.540947 -24.200497 -25.969    ... -23.979465 -23.335838 -23.545212]
 [-24.432068 -25.42589  -28.561678 ... -27.501358 -25.697891 -21.315439]
 ...
 [-22.171934 -22.354868 -22.541735 ... -24.205809 -23.545872 -23.760347]
 [-20.832998 -24.432791 -24.20122  ... -24.67543  -23.545872 -24.437578]
 [-22.927771 -24.20122  -25.969723 ... -21.481415 -25.698547 -29.357227]]",36.4792
a02ce286,"[[-18.872736 -18.396748 -20.191444 ... -21.750565 -22.837788 -22.837788]
 [-20.334948 -20.334948 -20.050209 ... -18.060076 -19.380543 -20.054274]
 [-23.642294 -21.412525 -22.094189 ... -16.077517 -16.166672 -17.840376]
 ...
 [-17.731028 -18.998837 -19.777267 ... -19.7812   -18.638411 -19.383442]
 [-19.913986 -22.458908 -20.632305 ... -19.383371 -21.584801 -19.383442]
 [-20.194199 -22.458908 -19.510056 ... -19.383371 -17.843138 -21.58494 ]]","[[-23.856705 -26.954813 -22.456083 ... -25.531691 -26.654076 -26.654076]
 [-28.663416 -28.663416 -27.939241 ... -24.537935 -22.646881 -25.020748]
 [-23.432987 -26.070807 -25.016748 ... -22.098118 -24.080814 -24.080885]
 ...
 [-22.096806 -21.58073  -23.031811 ... -22.462843 -23.035814 -23.235569]
 [-23.435812 -25.797865 -23.231497 ... -27.277594 -22.840618 -23.235569]
 [-26.358372 -25.797865 -25.530655 ... -27.277594 -28.67038  -25.534727]]",35.2954
e0a4f516,"[[-21.117283 -23.275431 -24.467184 ... -20.451759 -19.536654 -23.973671]
 [-22.227669 -23.275471 -22.631819 ... -20.77957  -19.682638 -21.657763]
 [-22.631737 -22.227709 -21.84165  ... -20.292381 -18.708799 -18.97612 ]
 ...
 [-20.133543 -20.133543 -23.276054 ... -25.557795 -22.430893 -22.231251]
 [-17.712671 -17.035545 -20.945984 ... -23.504547 -21.845104 -21.296383]
 [-19.680264 -19.680305 -19.680347 ... -21.658264 -20.780197 -19.113493]]","[[-29.07608  -31.574898 -29.991314 ... -31.577812 -29.524605 -31.017321]
 [-32.17416  -32.817898 -33.51318  ... -32.177078 -31.577854 -31.577894]
 [-31.574898 -36.011913 -38.194843 ... -29.524565 -31.017281 -29.524649]
 ...
 [-31.014904 -31.014904 -30.488367 ... -30.491241 -37.038464 -36.015453]
 [-31.014904 -29.076746 -28.653002 ... -27.495995 -31.578436 -39.537281]
 [-30.488327 -28.652962 -28.653002 ... -27.865662 -32.1777   -35.100304]]",43.7878
be0d9575,"[[-22.769569 -22.978926 -23.870617 ... -22.568419 -23.41654  -23.196678]
 [-25.692131 -26.291443 -24.605072 ... -22.982157 -24.608303 -24.608303]
 [-25.131557 -25.40737  -27.275848 ... -24.111784 -30.132429 -24.356565]
 ...
 [-22.770216 -25.132252 -25.692871 ... -26.938969 -24.112431 -22.77354 ]
 [-20.42795  -21.083847 -25.692871 ... -25.696056 -25.135527 -20.918505]
 [-21.431282 -20.587376 -23.194096 ... -28.794096 -26.295366 -21.613749]]","[[-29.659485 -33.650978 -35.23465  ... -25.989828 -27.279034 -29.662807]
 [-28.790171 -28.38615  -30.625669 ... -29.217234 -29.662807 -29.662807]
 [-26.607283 -25.692179 -29.214048 ... -28.793447 -29.662807 -29.217327]
 ...
 [-29.660131 -29.660177 -26.292135 ... -33.654808 -28.390026 -25.990566]
 [-31.713379 -28.000694 -26.292135 ... -28.794096 -28.79414  -29.663502]
 [-29.214603 -28.790863 -26.292135 ... -28.794096 -28.390074 -29.217972]]",42.5591
f646fdee,"[[-17.130669 -21.056635 -21.700403 ... -17.644003 -16.940788 -17.235329]
 [-20.313725 -21.53488  -19.370293 ... -17.644003 -20.75708  -23.356344]
 [-18.178431 -19.370218 -18.4042   ... -16.844738 -17.135986 -18.409441]
 ...
 [-18.874485 -18.874557 -15.764537 ... -16.941528 -21.219198 -20.319929]
 [-17.851433 -16.108505 -13.160986 ... -14.812422 -19.635574 -21.219273]
 [-18.519909 -16.375784 -13.350504 ... -17.438    -16.941603 -18.641893]]","[[-23.555336 -25.650118 -23.979271 ... -26.777607 -25.655361 -26.777754]
 [-24.19903  -24.894348 -28.785913 ... -26.777607 -27.082479 -24.204422]
 [-25.650043 -23.55541  -22.578514 ... -29.581181 -24.661606 -21.87431 ]
 ...
 [-22.765978 -23.152157 -26.478859 ... -22.771223 -22.771297 -24.430855]
 [-24.425461 -25.918209 -24.895231 ... -27.399103 -23.770775 -25.923527]
 [-23.556149 -24.895157 -26.194048 ... -28.422153 -25.396873 -25.656246]]",34.0467
0d3b11df,"[[-28.147009 -25.554382 -24.500305 ... -25.281984 -27.085569 -29.810017]
 [-26.754341 -26.754341 -24.017632 ... -24.02095  -27.085569 -27.085621]
 [-25.554382 -24.255617 -23.560427 ... -24.755405 -26.441875 -23.789415]
 ...
 [-23.56155  -25.555658 -22.318691 ... -24.756683 -22.131157 -22.322113]
 [-26.755564 -29.807817 -27.083475 ... -25.559027 -23.345112 -23.790693]
 [-28.534439 -27.778719 -25.279995 ... -28.151705 -26.443153 -25.843941]]","[[-30.276115 -26.754341 -26.754391 ... -25.014706 -26.757759 -24.755508]
 [-28.533163 -28.533163 -28.533213 ... -26.75771  -26.757759 -26.137127]
 [-29.806545 -29.361067 -28.533264 ... -30.776007 -26.757759 -29.364489]
 ...
 [-25.555607 -27.083424 -26.134983 ... -27.086794 -25.843887 -26.138403]
 [-29.807768 -32.460331 -29.807871 ... -28.151705 -24.756735 -25.016087]
 [-28.534439 -30.277493 -28.148438 ... -27.782038 -26.759037 -26.443205]]",40.2484
b3206c76,"[[-18.77527  -21.480436 -24.204895 ... -25.175524 -22.740917 -22.93618 ]
 [-19.278942 -22.175676 -23.335583 ... -23.98381  -25.175589 -23.549555]
 [-25.170858 -22.736252 -20.532007 ... -21.319582 -23.983875 -22.740982]
 ...
 [-22.359266 -21.153414 -19.27986  ... -20.688393 -22.002033 -25.435743]
 [-22.932171 -22.176466 -24.919994 ... -17.320305 -20.537395 -26.558064]
 [-20.384251 -21.153481 -21.153481 ... -19.958055 -20.537395 -21.826622]]","[[-23.131067 -21.480436 -22.35861  ... -28.200876 -28.200941 -25.702232]
 [-23.759235 -23.335516 -24.919207 ... -23.763903 -24.923805 -23.135862]
 [-24.436401 -25.430223 -26.857407 ... -23.98381  -22.936113 -22.363277]
 ...
 [-25.171646 -25.171711 -27.501888 ... -25.435612 -27.847157 -26.862862]
 [-23.545547 -21.153414 -21.821957 ... -24.21022  -23.136587 -22.741772]
 [-19.279795 -19.543089 -19.543089 ... -23.550213 -27.17868  -26.263597]]",36.4912
9dd2dee0,"[[-18.457067 -18.005821 -16.045731 ... -16.40802  -20.399536 -19.185652]
 [-18.005821 -17.068783 -17.068783 ... -21.314688 -21.314688 -17.900833]
 [-18.116472 -18.457211 -16.495949 ... -16.781734 -18.577999 -15.790701]
 ...
 [-17.475624 -18.119389 -18.345079 ... -17.275444 -16.880634 -19.574677]
 [-19.059319 -17.899551 -16.973623 ... -18.012941 -18.349283 -19.188574]
 [-16.406879 -17.791651 -16.406952 ... -18.012941 -16.411083 -18.464401]]","[[-24.832245 -24.59433  -23.49345  ... -28.003691 -31.353584 -29.11418 ]
 [-23.702686 -24.832384 -24.832384 ... -27.663095 -27.663095 -32.440807]
 [-28.723808 -26.131201 -28.723949 ... -28.003761 -26.420208 -26.135471]
 ...
 [-25.079849 -25.85828  -26.418926 ... -24.36974  -25.084124 -24.839504]
 [-26.418856 -26.418926 -26.418999 ... -25.595205 -27.022396 -27.666088]
 [-29.94075  -29.1129   -25.591145 ... -25.335905 -24.369884 -26.717665]]",34.4721
133f346d,"[[-18.225073 -19.402452 -18.992065 ... -19.266743 -18.86272  -19.266836]
 [-19.54369  -19.833294 -20.602505 ... -20.605724 -20.605724 -19.836607]
 [-18.99202  -19.543736 -18.473398 ... -26.626324 -26.626373 -22.38464 ]
 ...
 [-16.165997 -15.250893 -17.521124 ... -25.711735 -23.432915 -19.130653]
 [-17.74962  -16.560923 -16.56097  ... -20.768642 -20.606331 -21.999096]
 [-16.974567 -17.081192 -16.166088 ... -19.547564 -19.267395 -21.812296]]","[[-26.002281 -25.707859 -22.994656 ... -31.171152 -28.405148 -24.883368]
 [-26.623011 -25.147333 -26.307219 ... -28.405148 -28.405148 -25.150646]
 [-28.805901 -26.623058 -25.707954 ... -28.405148 -31.731823 -25.711269]
 ...
 [-29.675774 -26.623615 -24.124889 ... -28.405706 -25.426975 -28.809868]
 [-26.95138  -26.623615 -27.646713 ... -29.233561 -25.711782 -24.624676]
 [-24.369486 -24.36953  -26.002979 ... -27.295361 -26.626932 -24.372892]]",41.914
e22c3951,"[[-22.158859 -23.11438  -27.484348 ... -25.418053 -25.158821 -24.662415]
 [-23.318699 -23.962458 -26.24139  ... -22.346375 -23.323412 -25.418184]
 [-24.90239  -26.24139  -25.680882 ... -24.424297 -25.158821 -25.685463]
 ...
 [-28.180374 -24.903305 -26.841568 ... -27.489784 -24.663265 -22.920326]
 [-23.528988 -25.957497 -23.743595 ... -26.54129  -25.159739 -23.533705]
 [-23.963373 -22.72048  -21.805397 ... -25.686249 -28.185091 -25.159801]]","[[-24.188013 -24.6577   -24.902454 ... -24.662283 -30.682947 -28.94001 ]
 [-25.95645  -25.154171 -26.24139  ... -24.424297 -25.418119 -25.418184]
 [-25.154171 -24.902454 -22.719631 ... -23.747131 -24.424364 -23.967171]
 ...
 [-27.157324 -25.155087 -24.90337  ... -24.425217 -23.119947 -27.162106]
 [-27.485199 -26.53677  -25.414516 ... -24.193577 -21.303799 -25.419102]
 [-24.420631 -26.53677  -24.189125 ... -25.41897  -21.985395 -23.968088]]",36.7033
b91c9ce5,"[[-22.295155 -20.956289 -20.65156  ... -21.439438 -20.807529 -21.773691]
 [-20.802483 -21.434534 -22.478163 ... -22.860703 -20.807529 -20.961334]
 [-25.549702 -23.250683 -23.664444 ... -22.300129 -21.945625 -21.945696]
 ...
 [-22.295856 -22.295925 -21.113567 ... -22.300833 -22.67057  -26.098564]
 [-24.325008 -25.550472 -23.455833 ... -23.670052 -22.300972 -23.884668]
 [-23.455765 -23.665142 -23.665142 ... -24.561693 -21.946396 -23.2565  ]]","[[-25.816982 -26.672092 -24.556086 ... -24.103662 -23.255655 -23.056042]
 [-24.324306 -24.098759 -23.664444 ... -26.981794 -24.560989 -25.822096]
 [-22.85573  -24.556017 -23.664444 ... -26.38253  -24.798975 -24.561062]
 ...
 [-23.251312 -21.769348 -22.665663 ... -21.277782 -25.044367 -25.822796]
 [-27.621214 -21.941349 -22.116899 ... -21.605661 -23.056744 -22.301043]
 [-24.099457 -24.099529 -24.099529 ... -20.362701 -23.056744 -23.460882]]",34.8498
50fe4eeb,"[[-27.634754 -28.330067 -29.489906 ... -24.342691 -24.117144 -26.396009]
 [-26.106987 -28.330067 -27.307087 ... -21.958963 -22.134512 -26.39608 ]
 [-28.330067 -25.304783 -25.304853 ... -24.812384 -25.835505 -25.057213]
 ...
 [-20.819603 -20.230572 -19.415743 ... -21.293373 -18.211504 -19.419823]
 [-18.79052  -20.230572 -18.912071 ... -21.293373 -20.823822 -20.234793]
 [-19.415672 -18.207424 -20.973549 ... -25.83832  -27.98259  -22.686302]]","[[-23.678543 -21.782887 -27.307014 ... -26.690405 -25.835436 -27.638968]
 [-25.831221 -21.782887 -23.469376 ... -27.311089 -24.574398 -25.835505]
 [-25.564013 -22.870111 -24.80838  ... -25.057072 -24.342833 -25.568296]
 ...
 [-29.492712 -31.328192 -25.055878 ... -26.114016 -30.366247 -27.982519]
 [-28.332943 -31.328192 -28.702682 ... -26.114016 -26.693359 -27.98259 ]
 [-27.978371 -28.702682 -29.492924 ... -26.998158 -26.398964 -24.815409]]",34.4721
3cef79cb,"[[ -9.030803 -10.509409  -9.946119 ... -12.188802 -12.807559 -10.927934]
 [ -8.168686 -11.605521 -11.355274 ... -11.069774 -13.473702 -13.225601]
 [-10.554214 -12.743618 -12.571698 ... -11.611362 -12.634497 -14.059657]
 ...
 [-12.516195 -13.724598 -12.348784 ... -14.060659  -8.279062  -7.613235]
 [-13.03925  -13.469112 -12.629906 ... -14.060659  -9.503407  -7.742395]
 [-13.789577 -12.687155 -10.421657 ...  -9.745819 -11.26422  -12.808979]]","[[-22.461437 -24.224243 -24.901493 ... -25.900921 -29.036728 -29.03681 ]
 [-21.458107 -24.224243 -26.438293 ... -21.463947 -23.806297 -26.168367]
 [-23.010204 -21.147945 -26.162527 ... -24.230083 -25.390007 -25.145401]
 ...
 [-25.14056  -24.011017 -24.225578 ... -25.146404 -20.424702 -21.952553]
 [-25.14056  -23.597324 -22.462856 ... -25.146404 -23.403482 -22.830662]
 [-26.439377 -24.011017 -21.946712 ... -24.231337 -22.468699 -21.004145]]",32.4245
15dbcbf4,"[[-14.373059 -13.290482 -10.673811 ... -15.014606 -14.454084 -14.000856]
 [-15.177937 -15.177937 -10.426334 ... -16.068733 -18.171988 -14.000856]
 [-15.880208 -13.427323 -10.928601 ... -16.450592 -17.268744 -12.831822]
 ...
 [-15.348941 -14.528962 -15.17873  ... -12.641553 -12.332467 -13.027761]
 [-13.566935 -11.913596 -13.156609 ... -12.832458 -14.770712 -12.27199 ]
 [-12.089023 -10.139066 -10.981146 ... -12.578838 -17.709372 -15.793815]]","[[-25.892202 -26.186722 -28.200178 ... -23.39719  -22.569391 -24.074463]
 [-25.892256 -25.892256 -23.613441 ... -26.49523  -25.896019 -24.80892 ]
 [-26.49152  -24.308683 -22.370537 ... -24.808811 -26.190483 -26.190538]
 ...
 [-21.283966 -21.810598 -21.631554 ... -24.075098 -23.18351  -23.843567]
 [-23.839699 -23.83975  -22.566422 ... -24.313084 -24.313137 -25.612007]
 [-25.608135 -24.071388 -21.993519 ... -26.191175 -26.811913 -27.48044 ]]",39.6484
